1056338697_4f7d7ce270.jpg#zhm#0 一个穿蓝色衬衫的金发女人似乎要搭车。
241031254_0c6f30e3d1.jpg#zhm#2 一个在户外小道上背着水包,穿着短裤的人。
241031254_0c6f30e3d1.jpg#zhm#3 一个背着背包矮小粗壮的男人站在一片森林中。
241031254_0c6f30e3d1.jpg#zhm#4 这个穿着白色T恤黑色短裤的男人正站在树林里的一条小路上。
2410320522_d967f0b75c.jpg#zhm#0 一只大狗抬起爪子要打另一只狗。
2410320522_d967f0b75c.jpg#zhm#1 一只大狗挡开一只小些的狗。
2410320522_d967f0b75c.jpg#zhm#2 大狗和两只小狗在草地上玩耍。
2410320522_d967f0b75c.jpg#zhm#3 这个棕白相间的丹麦狗在草地上和两只黄色的狗玩耍着。
2410320522_d967f0b75c.jpg#zhm#4 两只较小的狗和一只较大的有蓬松尾巴的狗正在田间玩耍。
241345811_46b5f157d4.jpg#zhm#0 一个教练在休息时间与一个足球运动员说话。
241345811_46b5f157d4.jpg#zhm#1 一个橄榄球教练和一个球员说话。
241345811_46b5f157d4.jpg#zhm#2 一个穿着红白相间衣服的足球运动员正在和一位教练交谈。
241345811_46b5f157d4.jpg#zhm#3 教练和足球运动员交谈着，其他球员和人群在背景。
241345811_46b5f157d4.jpg#zhm#4 那里有一个穿着红色队服的橄榄球员在运动场上正在跟他的教练交谈。
241345844_69e1c22464.jpg#zhm#0 教练在对一个橄榄球运动员说话，旁边的人都在看。
241345844_69e1c22464.jpg#zhm#1 一个来自俄克拉荷马州立大学的橄榄球运动员和教练说着比赛的事情。
241345844_69e1c22464.jpg#zhm#2 一个足球运动员正在和他的教练谈话。
241345844_69e1c22464.jpg#zhm#3 教练和足球运动员在人群和其他队友前交谈。
241345844_69e1c22464.jpg#zhm#4 在一个暂时休息中教练和他的四分卫得分手交谈了。
241345905_5826a72da1.jpg#zhm#0 一个人在检查穿着红色运动衫的足球运动员的膝盖。
241345905_5826a72da1.jpg#zhm#1 一个男人正在检查一个在比赛中受伤的橄榄球运动员。
241345905_5826a72da1.jpg#zhm#2 在一场比赛中，一名受伤的足球运动员正在场地上被护理。
241345905_5826a72da1.jpg#zhm#3 两个男人检查一个足球运动员的腿。
241345905_5826a72da1.jpg#zhm#4 两个男人在赛场上救助一个受伤的运动员。
241346508_0b3907a95b.jpg#zhm#0 一群足球运动员在场地上奔跑。
241346508_0b3907a95b.jpg#zhm#1 人群正在观看一场橄榄球比赛。
241346508_0b3907a95b.jpg#zhm#2 穿着红色球衣的足球运动员正在努力与穿着紫色，白色和金色的球员比赛。
241346508_0b3907a95b.jpg#zhm#3 穿着红色衣服的人拿着球，而白队就在附近。
241346508_0b3907a95b.jpg#zhm#4 三个俄克拉荷马抢先者队员正在和另外一支队伍进行橄榄球对抗，一个抢先这队员占据了球。
241346971_c100650320.jpg#zhm#0 一个穿蓝色衣服的橄榄球运动员和一个穿红衣服的橄榄球运动员在参加一场比赛。
241346971_c100650320.jpg#zhm#1 一个捷足者队的橄榄球运动员正在球场上快速移动，另一个运动员跑过。
241346971_c100650320.jpg#zhm#2 穿着蓝色和白色运动衫的人正在奔跑，而穿着红色和白色运动衫的人摔倒在地。
241346971_c100650320.jpg#zhm#3 不同球队的两个球员正在比赛中，同时其他人观看着。
241346971_c100650320.jpg#zhm#4 两个男人在打橄榄球。
241347204_007d83e252.jpg#zhm#0 一个穿着红白相间衣服的球员正举起双手。
241347204_007d83e252.jpg#zhm#1 橄榄球运动员聚集在裁判员周围。
241347204_007d83e252.jpg#zhm#2 足球运动员聚集在一起向合作的官方抗议着什么。
241347204_007d83e252.jpg#zhm#3 在一群校队球迷和旁边的三名裁判前奥克拉荷马大学足球运动员。
241347204_007d83e252.jpg#zhm#4 身穿红白色的橄榄球队正在和官方人员交谈。
241347760_d44c8d3a01.jpg#zhm#0 一个男人穿着红色的橄榄球短袖带着头盔。
241347760_d44c8d3a01.jpg#zhm#1 一个穿着28号球衣的奥克拉荷马校队橄榄球运动员。
241347760_d44c8d3a01.jpg#zhm#2 一名速人队的足球运动员身穿28号球服和黑色臂章。
241347760_d44c8d3a01.jpg#zhm#3 一个穿着红白相间足球服的人。
241347760_d44c8d3a01.jpg#zhm#4 美国橄榄球运动员正穿着红白相间的队服。
2414397449_2ac3b78e0d.jpg#zhm#0 绿草地上一只白黑相间的小狗正跳过一只棕色大狗的头。
2414397449_2ac3b78e0d.jpg#zhm#1 一只小狗跨在一只大狗的身上，试图拿到一个圆盘。
2414397449_2ac3b78e0d.jpg#zhm#2 一只小白狗跳过一只大狗的背去追逐它的玩具。
2414397449_2ac3b78e0d.jpg#zhm#3 两只狗在一个草很高的草地上玩耍。
2414397449_2ac3b78e0d.jpg#zhm#4 在草地理一只黑白相间的狗跳过一只红毛的狗。
2415803492_56a673dc25.jpg#zhm#0 一个男人和一个女孩站在一大群人面前。
2415803492_56a673dc25.jpg#zhm#1 一个男人和一个女孩在跳舞。
2415803492_56a673dc25.jpg#zhm#2 一个穿正装的男人正在和一个小女孩在观众面前跳舞。
2415803492_56a673dc25.jpg#zhm#3 一个穿着黑色衣服的男人和一个穿着一件粉红色衬衫的女孩跳舞。
2415803492_56a673dc25.jpg#zhm#4 穿着蓝调兄弟制服的那个男人正在和一个穿着粉色上衣的女孩跳舞。
2419221084_01a14176b4.jpg#zhm#0 一只白色的狗从另一只站在庭院家具旁的狗旁别跑过。
2419221084_01a14176b4.jpg#zhm#1 两只狗在户外的庭院家具旁。
2419221084_01a14176b4.jpg#zhm#2 两只棕白相间的小狗站在一些白色的椅子旁边。
2419221084_01a14176b4.jpg#zhm#3 两只小狗在草坪上玩耍。
2419221084_01a14176b4.jpg#zhm#4 两只小白狗在院子里玩。
2421446839_fe7d46c177.jpg#zhm#0 一只狗向车里的一个女人跳起来，而另一只狗在车外。
2421446839_fe7d46c177.jpg#zhm#1 一只橙色的狗和一只有着黑斑点的白色小狗在一辆白色汽车旁。
2421446839_fe7d46c177.jpg#zhm#2 一只黑白相间的小狗跳向一个坐在吉普车里的女人，一只金色的狗在旁边跟着他们。
2421446839_fe7d46c177.jpg#zhm#3 一只小狗跳向一辆车来够到一个女人的脸，另外一只狗看着。
2421446839_fe7d46c177.jpg#zhm#4 黑白相间的狗通过车窗冲某人跳起来。
2431470169_0eeba7d602.jpg#zhm#0 一个人坐在户外餐桌前，吃午饭，在纸上作笔记。
2431470169_0eeba7d602.jpg#zhm#1 一个人坐在一家商店外面的圆桌上阅读。
2431470169_0eeba7d602.jpg#zhm#2 在户外餐厅读一张报纸的男人。
2431470169_0eeba7d602.jpg#zhm#3 在室外椅子上看书的人。
2431470169_0eeba7d602.jpg#zhm#4 那个男人正在桌子旁边做笔记。
2431832075_00aa1a4457.jpg#zhm#0 一个女孩在彩色布单上弹跳。
2431832075_00aa1a4457.jpg#zhm#1 一个在弹跳房子上的女孩。
2431832075_00aa1a4457.jpg#zhm#2 一个在降落伞上玩的女孩。
2431832075_00aa1a4457.jpg#zhm#3 小女孩光着脚玩耍。
2431832075_00aa1a4457.jpg#zhm#4 这个女孩正在一个黄色，绿色，红色和蓝色相间的物体上玩。
2435685480_a79d42e564.jpg#zhm#0 一个戴着棕色帽子，穿着红色运动鞋和一个黑绿色外套的女孩坐在一块岩石上。
2435685480_a79d42e564.jpg#zhm#1 在多云的天空背景下，一个穿着夹克衫和针织帽，背着背包的徒步旅行者坐在石头上。
2435685480_a79d42e564.jpg#zhm#2 一个戴着编织帽子和绿色外套的女人坐在一块石头上看着远方。
2435685480_a79d42e564.jpg#zhm#3 一个背着背包的女人坐在一个巨大的岩石上，俯瞰群山。
2435685480_a79d42e564.jpg#zhm#4 那位女士正坐在一块岩石上。
2436081047_bca044c1d3.jpg#zhm#0 一个女孩在尽可能高的位置跳离秋千，落到下面的橡胶地砖上。
2436081047_bca044c1d3.jpg#zhm#1 一个穿粉红色衬衫的女孩从荡起来的秋千上跳了下来。
2436081047_bca044c1d3.jpg#zhm#2 一个穿着粉红色衬衫的小女孩从一个秋千上跳下来。
2436081047_bca044c1d3.jpg#zhm#3 一个小女孩从操场上的秋千上跳下。
2436081047_bca044c1d3.jpg#zhm#4 穿着粉色衬衫蓝色牛仔裤的女孩正从轮胎秋千上跳下来。
2443380641_7b38d18f5b.jpg#zhm#0 穿橙色衣服的孩子拿着棒球杆，看着扔向他的球。
2443380641_7b38d18f5b.jpg#zhm#1 一场小联盟比赛正在进行。
2443380641_7b38d18f5b.jpg#zhm#2 一个小男孩做好了击棒球的准备。
2443380641_7b38d18f5b.jpg#zhm#3 一个穿着黄色衬衫戴着棒球头盔的年轻人挥动球棒。
2443380641_7b38d18f5b.jpg#zhm#4 穿着黄色T恤的男孩准备好用他的棒球棒去击打橘黄色的球。
2445283938_ff477c7952.jpg#zhm#0 一群女孩背靠背坐着。
2445283938_ff477c7952.jpg#zhm#1 一群女孩坐成一个圆圈。
2445283938_ff477c7952.jpg#zhm#2 光着脚的小女孩们坐成一个圈。
2445283938_ff477c7952.jpg#zhm#3 小女孩们坐在一个圆形木地板上，四周都是观察区。
2445283938_ff477c7952.jpg#zhm#4 年轻的女孩们在木地板上坐成一个圆圈。
244571201_0339d8e8d1.jpg#zhm#0 一群狗和小孩在游泳池里玩耍。
244571201_0339d8e8d1.jpg#zhm#1 狗和人在游泳池中玩耍。
244571201_0339d8e8d1.jpg#zhm#2 五只在游泳的狗和四个蹚水的人都在一个狗公园的游泳池里。
244571201_0339d8e8d1.jpg#zhm#3 人们和几只狗在公园的泳池里。
244571201_0339d8e8d1.jpg#zhm#4 几个人和几条狗，正在一个大型露天泳池中或在它的附近。
2447284966_d6bbdb4b6e.jpg#zhm#0 一个小男孩拿着一根棒球棒站在两排蓝色座椅中间。
2447284966_d6bbdb4b6e.jpg#zhm#1 一个穿着印有标志的黑色运动服的小男孩在蓝色的球场座位前拿着一个红色球棒。
2447284966_d6bbdb4b6e.jpg#zhm#2 一个穿着团队运动衫的年轻小男孩，在一个体育场的蓝色座椅旁边挥动着一根红色的棒球棒。
2447284966_d6bbdb4b6e.jpg#zhm#3 一个小男孩站在蓝色座椅旁练习他的击球技巧。
2447284966_d6bbdb4b6e.jpg#zhm#4 穿着褐色汗衫蓝色牛仔裤的男孩正拿着一个红色的棒球棒。
2450299735_62c095f40e.jpg#zhm#0 一个孩子滑到水里。
2450299735_62c095f40e.jpg#zhm#1 一个女孩滑入游泳池。
2450299735_62c095f40e.jpg#zhm#2 一个穿着白色圆领衫的女孩从一个绿色的滑梯上滑下来，滑进了一个蓝色的婴儿游泳池。
2450299735_62c095f40e.jpg#zhm#3 一个小女孩在水里溅起水花。
2450299735_62c095f40e.jpg#zhm#4 小女孩滑入游泳池。
2450453051_f1d4a78ab4.jpg#zhm#0 一只黑白相间的狗接住了男人扔的飞盘。
2450453051_f1d4a78ab4.jpg#zhm#1 一只黑白相间的狗接住了一个穿着白色上衣的男人扔出的飞盘。
2450453051_f1d4a78ab4.jpg#zhm#2 普瑞纳狗狗挑战杯中，一只狗跳着接住了一个飞盘。
2450453051_f1d4a78ab4.jpg#zhm#3 一个人把飞盘扔到空中，这只牧羊犬在空中接住了飞盘。
2450453051_f1d4a78ab4.jpg#zhm#4 穿着白色T恤的男人为嘴里叼着一个白色飞盘的黑白相间的狗仍飞盘。
245252561_4f20f1c89e.jpg#zhm#0 近处一只黑色动物和一只白色动物在动。
245252561_4f20f1c89e.jpg#zhm#1 一只黑色的狗和一只白色的狗在街上玩耍。
245252561_4f20f1c89e.jpg#zhm#2 一只黑色的狗和一只白色的狗在街上一起玩耍。
245252561_4f20f1c89e.jpg#zhm#3 一只黑的的长毛狗正在和一只棕白色的毛茸茸的狗在碎石路上玩耍。
245252561_4f20f1c89e.jpg#zhm#4 两只狗正一起在人行道上玩。
2453971388_76616b6a82.jpg#zhm#0 两个女孩从游泳池中跑过，水喷在她们身上。
2453971388_76616b6a82.jpg#zhm#1 两个女孩从泳池的喷水器中跑过。
2453971388_76616b6a82.jpg#zhm#2 两个笑着的小女孩正在和其他人在一个喷泉中玩。
2453971388_76616b6a82.jpg#zhm#3 两个年轻的女孩跑过游泳池的潜水区。
2453971388_76616b6a82.jpg#zhm#4 两个女孩奔跑着穿过一个游泳池，而水喷洒在她们身上。
2458269558_277012780d.jpg#zhm#0 一个穿着白色和橙色相间T恤的金发男孩在秋千上玩耍。
2458269558_277012780d.jpg#zhm#1 一个穿着冲浪衣服的男孩正在荡秋千。
2458269558_277012780d.jpg#zhm#2 一个孩子在荡秋千时面带微笑。
2458269558_277012780d.jpg#zhm#3 一个小男孩在操场上荡秋千。
2458269558_277012780d.jpg#zhm#4 一个在荡秋千的年轻小孩。
245895500_a4eb97af02.jpg#zhm#0 一个男人在小溪钓鱼。
245895500_a4eb97af02.jpg#zhm#1 一个人在河里跋涉。
245895500_a4eb97af02.jpg#zhm#2 一个男人在一条小河中飞钓，背景中有水蒸汽。
245895500_a4eb97af02.jpg#zhm#3 在河里钓鱼的人。
245895500_a4eb97af02.jpg#zhm#4 那个男人正站在冒烟的草地旁边的河流里。
246055693_ccb69ac5c6.jpg#zhm#0 一只金色的狗从台阶跑下来，跑进了后院。
246055693_ccb69ac5c6.jpg#zhm#1 一只狗从楼梯上跳下。
246055693_ccb69ac5c6.jpg#zhm#2 一只棕褐色的狗沿着一个木制的楼梯跑去绿草地。
246055693_ccb69ac5c6.jpg#zhm#3 一只黄色的狗跳过木质阳台前的草地。
246055693_ccb69ac5c6.jpg#zhm#4 一只从门廊上跳下来的狗。
2460797929_66446c13db.jpg#zhm#0 六个穿着黄色救生衣的孩子在一个临时救生筏上。
2460797929_66446c13db.jpg#zhm#1 一群人在一艘船上。
2460797929_66446c13db.jpg#zhm#2 穿着救生衣的男孩坐在船舶上。
2460797929_66446c13db.jpg#zhm#3 几个年轻的穿着救生衣的人坐在水上漂浮的某个东西。
2460797929_66446c13db.jpg#zhm#4 穿着救生衣的男孩们在划船的时候微笑或者大笑着。
2461616306_3ee7ac1b4b.jpg#zhm#0 一个男孩从空中跳入游泳池。
2461616306_3ee7ac1b4b.jpg#zhm#1 一个男孩在阳光灿烂的一天里跳进了池里。
2461616306_3ee7ac1b4b.jpg#zhm#2 一个男孩跳进了蓝色的水池里。
2461616306_3ee7ac1b4b.jpg#zhm#3 一个微笑着的孩子跳入游泳池。
2461616306_3ee7ac1b4b.jpg#zhm#4 那个年轻的男孩肚皮朝下跳进水里。
2470486377_c3a39ccb7b.jpg#zhm#0 穿黑色衬衫的男孩击打黄色的沙袋，穿蓝色运动衫的男孩拿着袋子。
2470486377_c3a39ccb7b.jpg#zhm#1 很多孩子在外面的草地上练习击打。
2470486377_c3a39ccb7b.jpg#zhm#2 在美好的一天，孩子们在外面玩。
2470486377_c3a39ccb7b.jpg#zhm#3 穿着黑色运动衫的男孩正打着一个穿着蓝色运动衫的男孩举着的黄色物体。
2470486377_c3a39ccb7b.jpg#zhm#4 两个男孩在一块靠近棕榈树的田野上聊天。
2472980433_210ec62874.jpg#zhm#0 一个人在摩托车上玩花样。
2472980433_210ec62874.jpg#zhm#1 一个男人在轨道上将他的摩托车抬起以后轮支撑。
2472980433_210ec62874.jpg#zhm#2 一个骑着摩托车的男人正在一条轨道上表演特技。
2472980433_210ec62874.jpg#zhm#3 一个男人站在他的摩托车上做着前轮抬起的动作。
2472980433_210ec62874.jpg#zhm#4 摩托车被驾驶行驶在一条跑道上同时拉起了一个滑轮动作。
2473689180_e9d8fd656a.jpg#zhm#0 一个人在玩喷气式滑板。
2473689180_e9d8fd656a.jpg#zhm#1 一个风筝滑浪者在水面上腾空而起。
2473689180_e9d8fd656a.jpg#zhm#2 一个滑水运动员正在尝试一种玩法的同时去抓从上面挂下来的绳索。
2473689180_e9d8fd656a.jpg#zhm#3 一个冲浪手跳过一个巨浪。
2473689180_e9d8fd656a.jpg#zhm#4 划水板上的人在空中。
2473738924_eca928d12f.jpg#zhm#0 柔道馆里两个穿着柔道制服的女孩在打斗。
2473738924_eca928d12f.jpg#zhm#1 两个小女孩穿着白色的空手道服装。
2473738924_eca928d12f.jpg#zhm#2 两个小女孩在练习武术。
2473738924_eca928d12f.jpg#zhm#3 两个小女孩在空手道比赛中打斗。
2473738924_eca928d12f.jpg#zhm#4 两个年幼的女孩穿着白色武术服试击，第三个人在一旁看着她们。
2473791980_805c819bd4.jpg#zhm#0 一个身穿黑色泳衣的冲浪者在大海中冲浪。
2473791980_805c819bd4.jpg#zhm#1 一个男人正背对着相机做风筝冲浪。
2473791980_805c819bd4.jpg#zhm#2 一个人在水上做空中冲浪滑翔。
2473791980_805c819bd4.jpg#zhm#3 一个男人划水，同时系在一个降落伞上。
2473791980_805c819bd4.jpg#zhm#4 一个滑水者从蓝色的水中切过背景里有帆船。
2475162978_2c51048dca.jpg#zhm#0 一个拿着一个白球的妇女跟着一个小男孩后面跑。
2475162978_2c51048dca.jpg#zhm#1 一个拿着球的女人追着一个在草地上奔跑的小男孩。
2475162978_2c51048dca.jpg#zhm#2 一个女人拿着一个小球追着一个小男孩。
2475162978_2c51048dca.jpg#zhm#3 一个女人在草地上追着一个小男孩。
2475162978_2c51048dca.jpg#zhm#4 在一块草坪上一个拿着垒球的女人跟在一个孩子后面跑。
247637795_fdf26a03cf.jpg#zhm#0 一个男人和一个女人在江边。
247637795_fdf26a03cf.jpg#zhm#1 一个女人和一个男人正站在建筑物前的水边。
247637795_fdf26a03cf.jpg#zhm#2 一个女人拿着一根黑色的皮带，同时一个男人低头向下看。
247637795_fdf26a03cf.jpg#zhm#3 一个戴着围巾的女人向下看。
247637795_fdf26a03cf.jpg#zhm#4 带着一条围巾的女人站在水边，低着头看。
247704641_d883902277.jpg#zhm#0 一只黑色的狗正慢慢穿过横跨在小溪水面上的一根木头。
247704641_d883902277.jpg#zhm#1 一只狗正走在一座由倒下的树做成的桥上穿过一条河。
247704641_d883902277.jpg#zhm#2 一只狗通过一根原木走过一条小河。
247704641_d883902277.jpg#zhm#3 一只黑狗沿着水上的独木桥行走。
247704641_d883902277.jpg#zhm#4 那只狗通过一段倒下的木头走过小溪。
2479162876_a5ce3306af.jpg#zhm#0 一只狗沿着土路走去，一个人跟着。
2479162876_a5ce3306af.jpg#zhm#1 在一个干燥的地区，一只棕狗走在一个人前面。
2479162876_a5ce3306af.jpg#zhm#2 一只白色的狗正与它的主人在沙漠散步。
2479162876_a5ce3306af.jpg#zhm#3 一只黄色的狗正沿着山路走。
2479162876_a5ce3306af.jpg#zhm#4 在沙漠地区的狗，远处背景里有个男人。
2479652566_8f9fac8af5.jpg#zhm#0 一个小女孩坐在柜台上，一只脚悬挂在水槽里，同时还抓着一个洗碗喷头。
2479652566_8f9fac8af5.jpg#zhm#1 一个小女孩在玩水龙头。
2479652566_8f9fac8af5.jpg#zhm#2 一个戴墨镜的小女孩把她的脚放进厨房的水槽里。
2479652566_8f9fac8af5.jpg#zhm#3 一个年轻的，赤脚的女孩带着太阳镜在水槽里玩。
2479652566_8f9fac8af5.jpg#zhm#4 一个带着红色太阳镜的女孩坐在一个水槽旁边，手里抓着水龙头。
2480327661_fb69829f57.jpg#zhm#0 一个男孩穿着空手道服做空手道动作。
2480327661_fb69829f57.jpg#zhm#1 一个穿着空手道服饰的小孩子在打拳。
2480327661_fb69829f57.jpg#zhm#2 一个小男孩在体育馆里练习空手道。
2480327661_fb69829f57.jpg#zhm#3 一个小男孩练武术。
2480327661_fb69829f57.jpg#zhm#4 年幼的孩子正站着摆出一个武术姿势。
2480850054_de3433b54a.jpg#zhm#0 男孩在树边土地中奔跑的时候扬起灰。
2480850054_de3433b54a.jpg#zhm#1 一个穿着棕色衣服的男孩在泥土中奔跑。
