1000268201_693b08cb0e.jpg#zhg#0 一个孩子在一个粉红色的衣服节节攀升了楼梯的条目的方式。
1456630952_dd4778a48f.jpg#zhg#2 一个男孩外出玩耍附近的一个木栅栏。
1456630952_dd4778a48f.jpg#zhg#3 一个孩子在一个蓝色的帽子是附近的一个未上漆的木栅栏。
1456630952_dd4778a48f.jpg#zhg#4 一个小男孩停止，他的脸​​之外的飞盘。
145721496_687af9bb18.jpg#zhg#0 鸟是站在俯瞰瀑布的岩石。
145721496_687af9bb18.jpg#zhg#1 鸟观看海浪崩溃过岩石。
145721496_687af9bb18.jpg#zhg#2 长颈鸟站在一块岩石与海浪拍击的背景。
145721496_687af9bb18.jpg#zhg#3 长颈鸟站在岩石被河水湍急。
145721496_687af9bb18.jpg#zhg#4 白鹭站在一块岩石上，在一条河​​的边缘。
145721498_a27d2db576.jpg#zhg#0 一名男子在一个蓝色的独木舟穿过惊涛骇浪搏斗
145721498_a27d2db576.jpg#zhg#1 一名男子皮艇穿过波涛汹涌的地方去。
145721498_a27d2db576.jpg#zhg#2 一个人行的蓝色皮艇穿过白色水流湍急。
145721498_a27d2db576.jpg#zhg#3 男人戏蓝色皮艇在水中。
145721498_a27d2db576.jpg#zhg#4 皮艇括号自己为他去顺流而下。
1457762320_7fe121b285.jpg#zhg#0 一群骑自行车的准备兜风。
1457762320_7fe121b285.jpg#zhg#1 一群骑自行车的人被暂停附近的绿色和棕褐色的标志。
1457762320_7fe121b285.jpg#zhg#2 一群男人站在周围，饮用水与他们的自行车。
1457762320_7fe121b285.jpg#zhg#3 一群男人聊天，从矿泉水瓶喝水，而站在他们的自行车。
1457762320_7fe121b285.jpg#zhg#4 男性在运动服装站附近的自行车。
1459032057_97e73ed6ab.jpg#zhg#0 在条纹衬衫女孩拥有一个包子给她的嘴。
1459032057_97e73ed6ab.jpg#zhg#1 一个女孩在嘴前的条纹衫与面包的手。
1459032057_97e73ed6ab.jpg#zhg#2 一个小女孩在吃一块面包。
1459032057_97e73ed6ab.jpg#zhg#3 在条纹衬衫的小女孩吃一些面包。
1459032057_97e73ed6ab.jpg#zhg#4 这个女孩就是吃一块面包在她的条纹衬衫。
1459250022_bf1eddad11.jpg#zhg#0 A波段大提琴和小提琴在群众面前，在市场画廊玩耍。
1459250022_bf1eddad11.jpg#zhg#1 乐团演出。
1459250022_bf1eddad11.jpg#zhg#2 五人打弦乐器在公众面前。
1459250022_bf1eddad11.jpg#zhg#3 很多人都在观众面前表演的音乐。
1459250022_bf1eddad11.jpg#zhg#4 在弦乐五重奏效力于观众。
1460352062_d64fb633e0.jpg#zhg#0 太阳镜一个女孩坐在一个树枝。
1460352062_d64fb633e0.jpg#zhg#1 一个女人穿着牛仔裤和背心坐在盛开一树的中间。
1460352062_d64fb633e0.jpg#zhg#2 一个女人坐在在树上往下看。
1460352062_d64fb633e0.jpg#zhg#3 女孩正坐在高高的树上。
1460352062_d64fb633e0.jpg#zhg#4 赤脚女子墨镜坐在树上。
1460500597_866fa0c6f3.jpg#zhg#0 一个人坐在房间由木质镶板。
1460500597_866fa0c6f3.jpg#zhg#1 一个人坐在房间内的一张桌子。
1460500597_866fa0c6f3.jpg#zhg#2 男子在餐厅坐在一张桌子。
1460500597_866fa0c6f3.jpg#zhg#3 在扣衬衫的男子坐在一张桌子。
1460500597_866fa0c6f3.jpg#zhg#4 有一个人，晚上坐在餐厅。
146098876_0d99d7fb98.jpg#zhg#0 一个男孩和三个女孩的蓝色校服走一条土覆盖的路面。
146098876_0d99d7fb98.jpg#zhg#1 A组的蓝色校服的孩子走路上课。
146098876_0d99d7fb98.jpg#zhg#2 四个孩子在校服站在棕榈树的前面。
146098876_0d99d7fb98.jpg#zhg#3 四个十几岁的校服走在热带的道路。
146098876_0d99d7fb98.jpg#zhg#4 集团学童蓝色校服。
146100443_906d87faa2.jpg#zhg#0 一个女孩和两个男孩打扮的万圣节。
146100443_906d87faa2.jpg#zhg#1 一个女孩穿着的服装凑到其他孩子看的。
146100443_906d87faa2.jpg#zhg#2 一个年轻的女孩，她的脸上画旁边的一些其他的孩子看台。
146100443_906d87faa2.jpg#zhg#3 孩子们身着古装和玩游戏。
146100443_906d87faa2.jpg#zhg#4 其中一个孩子花画在她的头，穿着一件红色的闪闪发光的衣服与围巾和手套，而她的同伴用一顶帽子看起来上。
1461329041_c623b06e5b.jpg#zhg#0 两位女士骑海滩附近的自行车。
1461329041_c623b06e5b.jpg#zhg#1 两个女人在夏天穿海滩附近的混凝土骑沙滩巡洋舰三轮车。
1461329041_c623b06e5b.jpg#zhg#2 两名妇女低骑三轮车带篮子。
1461329041_c623b06e5b.jpg#zhg#3 两个女人骑三轮车。
1461329041_c623b06e5b.jpg#zhg#4 两名女子骑三轮车。
1461653394_8ab96aae63.jpg#zhg#0 一块巨大的白色的狗在狂吠的大黑狗。
1461653394_8ab96aae63.jpg#zhg#1 白色和黑色的狗搏斗起来。
1461653394_8ab96aae63.jpg#zhg#2 白色狗咬在黑狗。
1461653394_8ab96aae63.jpg#zhg#3 一个白色的狗咆哮在一个黑色的狗在一组步骤的前面。
1461653394_8ab96aae63.jpg#zhg#4 黑狗和小白狗似乎准备战斗。
1461667284_041c8a2475.jpg#zhg#0 吉他手玩，当人们用呼拉圈在后台播放。
1461667284_041c8a2475.jpg#zhg#1 吉他手坐在玩话筒前，当一个男人和一个小男孩的舞蹈和一个女人待机。
1461667284_041c8a2475.jpg#zhg#2 一个人在一个白色的帽子弹吉他在舞台上。
1461667284_041c8a2475.jpg#zhg#3 一个人弹吉他在舞台上，而另一个女人微笑
1461667284_041c8a2475.jpg#zhg#4 四个人在户外演奏音乐。
1463638541_c02cfa04dc.jpg#zhg#0 一个女孩爬绳墙。
1463638541_c02cfa04dc.jpg#zhg#1 在一根绳子攀岩墙线束一个女孩。
1463638541_c02cfa04dc.jpg#zhg#2 一个女孩爬上绳梯用线束。
1463638541_c02cfa04dc.jpg#zhg#3 一个人节节攀升，并在上面已经接近牌
1463638541_c02cfa04dc.jpg#zhg#4 一个小女孩悬吊用绳索旁边的一个网格。
1463732130_a754441289.jpg#zhg#0 白色衬衣一个女孩跳蹦床。
1463732130_a754441289.jpg#zhg#1 一个小女孩蹦跳在蹦床上。
1463732130_a754441289.jpg#zhg#2 一位年轻的女孩跳在一个封闭蹦床
1463732130_a754441289.jpg#zhg#3 在蓝色牛仔裤和白衬衫的女孩是如何平衡的一条腿。
1463732130_a754441289.jpg#zhg#4 我们不能看到的白色T恤和蓝色牛仔裤的女孩的脸。
1463732807_0cdf4f22c7.jpg#zhg#0 在操场上摆一个男孩撞击medatative姿势。
1463732807_0cdf4f22c7.jpg#zhg#1 秋千上一个男孩穿着一件绿色衬衫正在手势。
1463732807_0cdf4f22c7.jpg#zhg#2 一个小男孩做秋千上一个冥想姿势。
1463732807_0cdf4f22c7.jpg#zhg#3 男孩绿色衬衫坐在秋千闭眼，使手势手。
1463732807_0cdf4f22c7.jpg#zhg#4 男孩合照
1464120327_d90279ca3a.jpg#zhg#0 一个小男孩把自己的脸的窗口。
1464120327_d90279ca3a.jpg#zhg#1 一个小男孩把他的脸到独特形状的窗口。
1464120327_d90279ca3a.jpg#zhg#2 一个小男孩站起来旁边的一个窗口和呼喊声。
1464120327_d90279ca3a.jpg#zhg#3 一个小男孩在蓝色衬衫压在玻璃更好看的甜点。
1464120327_d90279ca3a.jpg#zhg#4 小男孩凝视着一个玻璃陈列柜。
1465666502_de289b3b9c.jpg#zhg#0 黑色的狗游泳绿水的东西含在口中。
1465666502_de289b3b9c.jpg#zhg#1 黑色的狗在河边玩耍。
1465666502_de289b3b9c.jpg#zhg#2 一个黑色的狗身穿红色项圈是拖着一根绳子，虽然一条河。
1465666502_de289b3b9c.jpg#zhg#3 黑色的狗有一个红色的领子检索从深水一棒。
1465666502_de289b3b9c.jpg#zhg#4 黑狗从水中出现在收集在他的牙齿对象。
146577645_91b570c0d0.jpg#zhg#0 一个皮艇穿过握着他的桨浪。
146577645_91b570c0d0.jpg#zhg#1 一名男子划着倒在皮艇急流。
146577645_91b570c0d0.jpg#zhg#2 一个人有一个红色头盔皮划艇。
146577645_91b570c0d0.jpg#zhg#3 一个人腾挪急流而骑船只。
146577645_91b570c0d0.jpg#zhg#4 人经过惊涛骇浪皮划艇。
146577646_9e64b8c2dc.jpg#zhg#0 一个皮艇的争夺波紫色的船，而穿着雨具。
146577646_9e64b8c2dc.jpg#zhg#1 一名男子划着在激流险滩。
146577646_9e64b8c2dc.jpg#zhg#2 一名男子皮艇在恶劣的水。
146577646_9e64b8c2dc.jpg#zhg#3 男人在汹涌的波涛皮艇游泳。
146577646_9e64b8c2dc.jpg#zhg#4 人皮划艇白水。
1466307485_5e6743332e.jpg#zhg#0 一群人拉被困在岩石上一辆吉普车。
1466307485_5e6743332e.jpg#zhg#1 一个人在一个橙色背心靠过来一辆小货车。
1466307485_5e6743332e.jpg#zhg#2 一个人在一个橙色背心试图拉其连接到另一辆车出了岩石区的车辆。
1466307485_5e6743332e.jpg#zhg#3 一个人在一个安全背心推着卡车。
1466307485_5e6743332e.jpg#zhg#4 白色货车被卡在大石块。
1466307489_cb8a74de09.jpg#zhg#0 男子在头盔和橙色背心拉着一辆吉普车出沟
1466307489_cb8a74de09.jpg#zhg#1 男性在橙色安全背心拉车出沟。
1466307489_cb8a74de09.jpg#zhg#2 男子橙色背心尝试释放被困公路旁的车辆。
1466307489_cb8a74de09.jpg#zhg#3 三男子喜即夹克拉试图从沟里拉被困四轮驱动车。
1466307489_cb8a74de09.jpg#zhg#4 三名男子橙色背心拉吉普车出了山沟，而另一名男子坐在里面。
1466479163_439db855af.jpg#zhg#0 一条黄狗通过它的嘴草拿着东西跑。
1466479163_439db855af.jpg#zhg#1 一条黄狗运行在其口中的玩具。
1466479163_439db855af.jpg#zhg#2 一个小的狗跑在一个领域，在其口中的玩具。
1466479163_439db855af.jpg#zhg#3 巧克力棕色的狗东西在它的嘴在草地上运行。
1466479163_439db855af.jpg#zhg#4 狗运行与食物在嘴里。
1467533293_a2656cc000.jpg#zhg#0 两个女孩都打在黄色和红色攀登架。
1467533293_a2656cc000.jpg#zhg#1 两个女孩在公园玩。
1467533293_a2656cc000.jpg#zhg#2 两个小女孩，无论是身着粉红色，在攀登架玩。
1467533293_a2656cc000.jpg#zhg#3 在粉红色的两个小女孩在操场。
1467533293_a2656cc000.jpg#zhg#4 两个年轻女孩穿着粉红色打在操场
1468103286_96a6e07029.jpg#zhg#0 棒球击球手抬起手臂。
1468103286_96a6e07029.jpg#zhg#1 来自纽约的棒球运动员在比赛中等待蝙蝠。
1468103286_96a6e07029.jpg#zhg#2 棒球选手在洋基队制服拿着球拍，一手
1468103286_96a6e07029.jpg#zhg#3 一位纽约洋基扬起手中的球棒。
1468103286_96a6e07029.jpg#zhg#4 纽约洋基队热身。
1468389504_c724bdcad0.jpg#zhg#0 两个女孩在粉红色的都打在黄色操场吧。
1468389504_c724bdcad0.jpg#zhg#1 两个女孩在攀登架。
1468389504_c724bdcad0.jpg#zhg#2 在粉红色衣服的两个小女孩在黄色和红色的操场上玩耍。
1468389504_c724bdcad0.jpg#zhg#3 两个年轻的女孩在操场上。
1468389504_c724bdcad0.jpg#zhg#4 两个年轻女孩穿着粉红色的衣服打黄单杠。
1468429623_f001988691.jpg#zhg#0 黑色的狗跳起来，咬男人的填充手臂。
1468429623_f001988691.jpg#zhg#1 狗跳跃上的人。
1468429623_f001988691.jpg#zhg#2 一个人训练狗攻击他的软垫左臂。
1468429623_f001988691.jpg#zhg#3 一名男子走，而黑色的狗要咬东西对男人的手臂。
1468429623_f001988691.jpg#zhg#4 该男子穿着安全装备，而他在训练黑狗。
1468962616_5803b4397f.jpg#zhg#0 在池中的男孩鞘明亮的绿色水枪。
1468962616_5803b4397f.jpg#zhg#1 一个孩子玩用水枪在池中。
1468962616_5803b4397f.jpg#zhg#2 一个孩子穿着黄色护目镜使用水枪。
1468962616_5803b4397f.jpg#zhg#3 一个小男孩被喷出黄色水枪在游泳池。
1468962616_5803b4397f.jpg#zhg#4 一个小男孩在一池绿色水枪打
1469000260_5d473c8283.jpg#zhg#0 一个大的棕褐色狗奠定了在地面上寻找到一边。
1469000260_5d473c8283.jpg#zhg#1 一只大狗坐在草地上。
1469000260_5d473c8283.jpg#zhg#2 大量棕褐色的狗坐在树林的边缘。
1469000260_5d473c8283.jpg#zhg#3 黄狗躺在碎石草和树木在后台。
1469000260_5d473c8283.jpg#zhg#4 大黄狗正坐在路旁边一棵树。
1469358746_2a879abaf3.jpg#zhg#0 一个男人和他在山上狗。
1469358746_2a879abaf3.jpg#zhg#1 一个男人和他的狗在山的顶部。
1469358746_2a879abaf3.jpg#zhg#2 一名男子拿着相机坐在山上有一只黑狗。
1469358746_2a879abaf3.jpg#zhg#3 一个人提出与他的黑狗在山的顶部。
1469358746_2a879abaf3.jpg#zhg#4 一个男人与狗。
1470061031_4cb59c12a8.jpg#zhg#0 两个棕色狗打架。
1470061031_4cb59c12a8.jpg#zhg#1 两只狗的战斗砖路面。
1470061031_4cb59c12a8.jpg#zhg#2 两只狗互相打
1470061031_4cb59c12a8.jpg#zhg#3 两个光金黄色的狗开玩笑地扭打在一起的地砖面积。
1470061031_4cb59c12a8.jpg#zhg#4 两淡棕色的狗角力的地面铺装。
1470132731_fa416b7504.jpg#zhg#0 一只黑狗运行在水中。
1470132731_fa416b7504.jpg#zhg#1 一个黑色的狗跑入水中。
1470132731_fa416b7504.jpg#zhg#2 一只黑狗通水运行。
1470132731_fa416b7504.jpg#zhg#3 一只黑狗通水运行。
1470132731_fa416b7504.jpg#zhg#4 一只黑狗溅起通水。
1470536919_1f3fd6c65a.jpg#zhg#0 小黑狗是一个大的棕色和白色的狗用大绳在它的嘴旁运行。
1470536919_1f3fd6c65a.jpg#zhg#1 小黑狗正在运行旁边一个更大的三色狗是带着绳子的玩具含在口中。
1470536919_1f3fd6c65a.jpg#zhg#2 一只小狗和大狗在口中一根绳子。
1470536919_1f3fd6c65a.jpg#zhg#3 两狗顺着一条土路。
1470536919_1f3fd6c65a.jpg#zhg#4 大狗正拿着绳子在其嘴和小狗行走在它旁边。
1472053993_bed67a3ba7.jpg#zhg#0 下坡滑雪背包，在山区和束状云的背景。
1472053993_bed67a3ba7.jpg#zhg#1 一个人在橙色的是滑雪下来一个冰雪覆盖的山顶。
1472053993_bed67a3ba7.jpg#zhg#2 在红色的外套和黄色背包滑雪者滑雪板下一个雪坡。
1472053993_bed67a3ba7.jpg#zhg#3 滑雪者走下山坡白雪皑皑。
1472053993_bed67a3ba7.jpg#zhg#4 人有两个滑雪杖滑雪下来山上白雪皑皑。
1472230829_803818a383.jpg#zhg#0 一群人在小船，泛舟。
1472230829_803818a383.jpg#zhg#1 一组七人漂流在激流中绿舟。
1472230829_803818a383.jpg#zhg#2 上河漂流船。
1472230829_803818a383.jpg#zhg#3 七人是骑绿色木筏在白水江。
1472230829_803818a383.jpg#zhg#4 七椽划骑急流在绿色筏。
1472249944_d887c3aeda.jpg#zhg#0 一个女孩蹲在岩石上，而另一个支持她的。
1472249944_d887c3aeda.jpg#zhg#1 一个女人在一个橙色的外套和牛仔裤正蹲在石头墙，而一个金发碧眼的女人在一个红色的外套站在她旁边的墙壁上检查她的电子设备
1472249944_d887c3aeda.jpg#zhg#2 一个女人在一个红色的外套站在一块岩石旁边一个女人蹲在一块岩石上。
1472249944_d887c3aeda.jpg#zhg#3 很多人都走过了很多树木的公园。
1472249944_d887c3aeda.jpg#zhg#4 两名妇女在岩壁而另一条路径行走。
1472653060_7427d2865a.jpg#zhg#0 一名男子在一个黄色的板切割了一些食物。
1472653060_7427d2865a.jpg#zhg#1 一名男子被切碎的食物放食物的碗在一个美食广场。
1472653060_7427d2865a.jpg#zhg#2 亚洲男子正准备面包屑Shimp描述食客在他身后的柜台看到，在美食广场的购物商场。
1472653060_7427d2865a.jpg#zhg#3 一个年轻人在黑色和红色的T恤上的黄色砧板准备食物。
1472653060_7427d2865a.jpg#zhg#4 一个年轻人准备食物，在后台食客
1472882567_33dc14c8b6.jpg#zhg#0 一组滑雪者拔地而起一座山
1472882567_33dc14c8b6.jpg#zhg#1 四越野滑雪攀登上山。
1472882567_33dc14c8b6.jpg#zhg#2 四人爬在雪地上的一座小山上。
1472882567_33dc14c8b6.jpg#zhg#3 四滑雪者走了积雪覆盖的山坡。
1472882567_33dc14c8b6.jpg#zhg#4 4滑雪登山雪drapped山。
1473080948_bae2925dc8.jpg#zhg#0 一个皮艇穿着一件蓝色的紧身潜水衣和黑色的头盔，桨他的黄色皮划艇在阴暗的滚动急流。
1473080948_bae2925dc8.jpg#zhg#1 一名男子皮划艇激流通过。
1473080948_bae2925dc8.jpg#zhg#2 一名男子身穿救生衣和头盔是水漂流沿河而下。
1473080948_bae2925dc8.jpg#zhg#3 一个人在一个蓝色的衬衫，头盔和救生衣桨黄色皮艇。
1473080948_bae2925dc8.jpg#zhg#4 一个人泛舟在湍急的水流。
1473250020_dc829a090f.jpg#zhg#0 一个小男孩站在了小溪石头，拿着一根棍子。
1473250020_dc829a090f.jpg#zhg#1 一名男子站在岩石和水，并拿着一根棍子。
1473250020_dc829a090f.jpg#zhg#2 一个人谁只穿着短裤和鞋子站在岩石他下面的水。
1473250020_dc829a090f.jpg#zhg#3 一名年轻男子穿着短裤正在考虑流旁边岩壁。
1473250020_dc829a090f.jpg#zhg#4 该名男子是站在一条小溪蓝色法兰绒短裤。
1473618073_7db56a5237.jpg#zhg#0 在绿色的塑料秋千一个男孩。
1473618073_7db56a5237.jpg#zhg#1 一个小男孩坐在绿色秋千。
1473618073_7db56a5237.jpg#zhg#2 面带笑容的男孩在扮演着一个绿色的塑料摇摆玩具。
1473618073_7db56a5237.jpg#zhg#3 男孩摆动在秋千。
1473618073_7db56a5237.jpg#zhg#4 小男孩在操场骑在绿色的挥杆。
1474474514_b3eb492722.jpg#zhg#0 一个孩子微笑着在公园
1474474514_b3eb492722.jpg#zhg#1 一个小男孩穿着蓝色衬衫玩弄大轮胎。
1474474514_b3eb492722.jpg#zhg#2 一个小孩在一个蓝色的衬衫站在一群轮胎前。
1474474514_b3eb492722.jpg#zhg#3 一个小男孩穿着米老鼠服装的攀登架。
1474474514_b3eb492722.jpg#zhg#4 这个小男孩正在播放由轮胎。
1475046848_831245fc64.jpg#zhg#0 一个金发碧眼的女人在蓝色短裤在海滩上散步背着她的鞋子。
1475046848_831245fc64.jpg#zhg#1 一个女人在蓝色短裤是背着她的鞋子，而走在旁边的海洋沙滩。
1475046848_831245fc64.jpg#zhg#2 白肤金发的蓝色短裤沿着海滩携带鞋，另一只手散步。
1475046848_831245fc64.jpg#zhg#3 女人提着鞋子在沙滩上。
1475046848_831245fc64.jpg#zhg#4 女人在蓝色短裤在沙滩上赤足走
1476002408_4256b7b2fa.jpg#zhg#0 一个孤独的人戴了一床被子步行沿街的人行道
1476002408_4256b7b2fa.jpg#zhg#1 一个人在短裙沿天桥漫步。
1476002408_4256b7b2fa.jpg#zhg#2 一个人走靠近围墙。
1476002408_4256b7b2fa.jpg#zhg#3 一个女人穿着背包在人行道上行走，而汽车驱动用。
1476002408_4256b7b2fa.jpg#zhg#4 一个女人穿着棕色裙子是步行过一座桥。
1476241331_2f43b67aed.jpg#zhg#0 一个男孩和一个蹒跚学步的孩子站在喷泉。
1476241331_2f43b67aed.jpg#zhg#1 这两个男孩在明亮​​的蓝色牛仔裤站在喷泉。
1476241331_2f43b67aed.jpg#zhg#2 两个男孩沙滩旁边的一个饮水器在公园里。
1476241331_2f43b67aed.jpg#zhg#3 两名儿童站在附近的一个喷泉。
1476241331_2f43b67aed.jpg#zhg#4 两个小男孩在喷泉。
1478268555_7e301fc510.jpg#zhg#0 裸支持登山者被贴在岩壁上的粉红色安全绳。
1478268555_7e301fc510.jpg#zhg#1 一个孤独的攀岩者在攀登线束的巨大岩壁。
1478268555_7e301fc510.jpg#zhg#2 一个男人在岩石爬上岩壁
1478268555_7e301fc510.jpg#zhg#3 一个人没有穿衬衫爬上陡峭的山崖。
1478268555_7e301fc510.jpg#zhg#4 男子在攀岩没有穿着衬衫
1478294229_7e1c822fea.jpg#zhg#0 一个骑自行车的人的腿的特写镜头。
1478294229_7e1c822fea.jpg#zhg#1 短裤一名男子在黑色的自行车。
1478294229_7e1c822fea.jpg#zhg#2 一名穿着白色的袜子是蹬自行车。
1478294229_7e1c822fea.jpg#zhg#3 一名男子穿着白色的袜子配打了棕色皮鞋，黑色的自行车。
1478294229_7e1c822fea.jpg#zhg#4 特写男人的腿在自行车上peddal。
